status, species, listing name, link, spcode
T,"Moccasinshell, Alabama","Medionidus acutissimus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F038,F038
E,"Moccasinshell, Coosa","Medionidus parvulus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F039,F039
E,"Moccasinshell, Gulf","Medionidus penicillatus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F03M,F03M
E,"Moccasinshell, Ochlockonee","Medionidus simpsonianus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F03N,F03N
T,"Moccasinshell, Suwannee","Medionidus walkeri",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F03T,F03T
E,"Monkeyface, Cumberland (pearlymussel)","Quadrula intermedia",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00E,F00E
E,"Mucket, pink (pearlymussel)","Lampsilis abrupta",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00G,F00G
E,"Pigtoe, Georgia","Pleurobema hanleyianum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F03Z,F03Z
E,"Pigtoe, oval","Pleurobema pyriforme",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F02S,F02S
E,"Pigtoe, southern","Pleurobema georgianum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F03B,F03B
T,"Plover, piping","Charadrius melodus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B079,B079
T,"Pocketbook, finelined","Lampsilis altilis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F02X,F02X
E,"Pocketbook, shinyrayed","Lampsilis subangulata",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F02Y,F02Y
E,"Riversnail, Anthony's","Athearnia anthonyi",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G016,G016
E,"Rocksnail, interrupted (=Georgia)","Leptoxis foremani",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G0C2,G0C2
T,"Salamander, frosted flatwoods","Ambystoma cingulatum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=D013,D013
E,"salamander, Reticulated flatwoods","Ambystoma bishopi",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=D042,D042
E,"Sawfish, smalltooth","Pristis pectinata",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E0A9,E0A9
E,"Sea turtle, hawksbill","Eretmochelys imbricata",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C00E,C00E
E,"Sea turtle, Kemp's ridley","Lepidochelys kempii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C00O,C00O
E,"Sea turtle, leatherback","Dermochelys coriacea",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C00F,C00F
T,"Sea turtle, loggerhead","Caretta caretta",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C00U,C00U
T,"Shiner, blue","Cyprinella caerulea",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E05Y,E05Y
T,"Snake, eastern indigo","Drymarchon corais couperi",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C026,C026
E,"Spinymussel, Altamaha","Elliptio spinosa",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F026,F026
T,"Stork, wood","Mycteria americana",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B06O,B06O
E,"Sturgeon, Atlantic","Acipenser oxyrinchus oxyrinchus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E0A7,E0A7
E,"Sturgeon, shortnose","Acipenser brevirostrum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E00B,E00B
E,"Threeridge, fat (mussel)","Amblema neislerii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F032,F032
E,"Whale, finback","Balaenoptera physalus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A02O,A02O
E,"Whale, North Atlantic Right","Eubalaena glacialis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A02R,A02R
E,"Woodpecker, red-cockaded","Picoides borealis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B04F,B04F
